views,contacts,last_7_views,last_3_views,last_7_contacts,last_3_contacts,live_days,max_messages_events,messages_events,messages_users,avg_contacts_delta,max_contacts_delta,min_contacts_delta,mumur_advertid,AB_test_group,is_selling_3
559,16,242,67,10,6,15,5,28,19,0.0,1,-1,1601925843,0,0
396,8,91,19,3,1,25,1,4,4,-0.33,1,-2,1298851384,1,0
179,5,179,32,5,0,8,3,8,5,0.0,1,-2,1544738192,0,1
189,4,189,189,4,4,2,2,7,6,0.0,2,-2,4068289925,0,1
107,5,107,107,5,6,1,1,1,1,0.0,5,-5,3576975407,1,1
652,8,436,133,5,2,9,5,8,4,-0.17,1,-1,2684474125,1,0
3710,68,1749,934,33,25,10,6,92,64,0.0,0,0,897828307,0,0
92,4,92,32,4,2,8,1,1,1,0.0,1,-1,1308163984,1,0
292,0,118,34,0,1,16,1,3,3,0.0,0,0,2147916327,1,0
114,0,114,114,0,1,3,0,0,0,0.0,0,0,3623830797,1,1
846,11,846,257,11,10,8,1,2,2,-0.33,0,-2,2424915112,1,0
168,4,167,46,4,3,8,2,2,1,0.0,1,-2,2136368429,0,0
114,0,114,114,0,0,3,0,0,0,0.0,0,0,2295758310,0,1
66,6,66,23,6,5,8,1,1,1,0.17,2,-2,858018136,1,0
1444,33,1043,429,18,4,17,3,26,21,-0.67,0,-4,295544035,0,1
3653,75,2151,919,46,26,14,2,73,63,0.0,0,0,3173763061,1,0
163,3,163,90,3,2,5,6,11,4,0.33,2,-1,94188370,0,1
271,0,271,94,0,1,7,5,35,24,-0.17,0,-1,870915281,1,1
1064,55,307,104,17,8,21,8,45,27,0.0,0,0,4260609071,1,1
204,11,204,87,11,2,6,1,3,3,0.17,4,-4,34131842,0,0
8208,37,1538,559,7,3,39,2,4,3,0.0,0,0,4000463036,0,0
265,3,265,45,3,2,8,1,1,1,-0.17,1,-1,1153605799,1,1
249,5,249,72,5,3,8,1,1,1,0.0,2,-2,4210144267,1,0
570,25,570,570,25,26,2,1,7,7,0.0,0,0,2123618453,1,0
46,1,46,8,1,0,8,1,3,3,0.0,0,0,1116542816,0,0
79,3,79,79,3,3,1,0,0,0,0.5,3,0,3044786614,0,0
421,10,421,180,10,3,8,1,3,3,0.0,3,-3,668590264,0,1
156,0,156,43,0,1,8,1,2,2,0.0,0,0,4209413836,1,1
609,6,301,100,3,1,14,1,4,4,-0.17,0,-1,327460803,1,0
943,46,203,58,32,12,17,2,15,12,0.0,0,0,1555594979,0,1
700,27,700,700,27,27,2,2,14,12,3.17,11,0,906662991,0,0
262,8,262,262,8,8,3,3,8,5,0.0,0,0,2605631677,0,1
153,2,153,62,2,2,8,0,0,0,-0.17,1,-1,641851497,1,0
2586,36,727,135,11,2,21,4,37,31,0.0,2,-2,1294174196,0,0
84,1,84,84,1,2,2,1,1,1,0.0,1,-1,954880686,1,0
718,23,718,718,23,24,2,3,28,20,0.0,0,0,2386179636,1,1
2546,45,649,190,17,4,19,4,30,17,0.0,0,0,2067950991,0,1
2688,36,594,307,12,6,39,3,19,15,0.0,0,0,691416879,1,0
609,10,609,185,10,9,8,2,7,5,0.0,0,0,2823846265,1,0
2661,67,801,168,27,9,16,4,29,19,0.0,0,0,3557205789,0,1
163,1,163,50,1,1,8,1,1,1,-0.17,0,-1,3654519887,1,0
53,1,53,23,1,1,8,1,1,1,0.0,1,-1,2277228630,1,0
379,29,379,379,29,30,2,3,12,7,0.0,0,0,908869091,1,1
618,8,73,33,0,0,29,2,12,11,0.0,0,0,1893209666,0,0
132,12,132,132,12,13,2,1,2,2,0.0,12,-12,2597063761,1,1
103,5,101,8,5,1,8,2,8,7,0.0,4,-4,4291211405,1,0
222,23,222,72,23,6,8,2,7,6,-0.33,1,-1,2086244905,1,0
628,6,258,35,2,1,14,2,10,9,0.0,1,-1,2581026308,1,1
2477,34,319,184,4,2,42,4,42,25,0.0,0,0,631217887,0,1
201,5,200,71,5,2,8,1,1,1,0.0,1,-1,867657942,0,0
226,7,226,21,7,1,8,3,6,4,0.0,1,-1,3861621412,0,1
194,9,194,194,9,9,2,1,3,3,0.0,6,-3,3602108908,0,1
1976,39,196,146,1,2,28,2,22,19,0.0,0,0,4283092310,1,1
842,5,219,53,1,0,31,3,15,10,0.0,1,-1,2450835891,0,0
35,1,35,8,1,1,8,1,2,2,0.17,1,0,3406484166,0,0
357,12,357,54,12,4,8,2,19,15,0.0,0,0,2760723312,0,0
1854,14,483,107,1,0,31,1,13,13,0.0,0,0,2232353724,0,0
297,3,297,297,3,4,2,2,5,4,0.0,0,0,3792397593,1,1
885,22,885,268,22,7,8,4,56,43,-0.17,1,-2,230727109,1,1
115,1,115,26,1,1,8,1,2,2,0.0,0,0,1855705322,1,1
781,16,781,473,16,10,7,1,6,6,-0.5,0,-2,508699056,1,1
104,11,104,104,11,11,4,1,1,1,0.0,5,-5,3277615703,0,1
83,4,83,22,4,1,8,0,0,0,0.0,0,0,802446220,1,0
923,50,558,248,34,20,12,3,27,23,0.0,0,0,2254522236,0,1
469,6,469,142,6,4,8,2,5,4,0.0,3,-3,2408542184,0,1
312,10,312,99,10,5,8,2,9,8,-0.33,1,-2,855692493,0,0
290,2,290,87,2,2,7,0,0,0,-0.17,1,-1,3809553189,1,1
61,3,61,19,3,0,8,0,0,0,0.0,0,0,2590449321,0,0
581,36,581,390,36,17,7,5,26,16,0.0,0,0,615436960,1,1
2414,23,227,66,1,1,24,2,4,3,0.0,0,0,951134807,1,0
5107,84,1212,359,17,9,32,6,36,26,0.0,0,0,1278870904,0,0
1654,40,326,176,13,9,34,2,28,26,-0.5,1,-4,3245480866,1,1
5049,102,1665,1147,34,21,30,4,100,83,0.0,0,0,518912006,1,1
180,5,180,29,5,0,8,1,2,2,-0.33,0,-2,834123386,0,0
163,6,163,49,6,4,8,1,2,2,0.0,3,-3,1913634803,1,0
246,1,246,71,1,1,8,1,1,1,0.0,1,-1,724385151,0,0
934,32,663,346,27,21,11,2,8,6,-0.5,4,-6,1540431902,0,1
1478,25,717,444,12,10,28,3,17,14,-0.67,0,-3,600112707,1,0
183,2,183,183,2,3,2,1,1,1,0.0,1,-1,4033385328,1,1
495,21,495,388,21,10,6,2,14,11,0.0,0,0,1886906676,1,1
620,29,620,181,29,11,8,3,23,20,0.0,0,0,2922670104,0,0
1288,10,217,59,4,1,24,3,8,6,0.0,1,-1,1535237288,1,0
263,5,263,123,5,3,7,5,8,4,-0.17,1,-1,16115049,1,1
11,0,11,2,0,1,7,0,0,0,0.0,0,0,3479035650,1,0
156,0,156,43,0,1,8,1,2,2,0.0,0,0,3105526885,1,1
8411,152,5467,2105,99,41,12,4,75,63,0.0,0,0,3078374000,0,1
549,40,181,62,18,3,13,1,5,5,-1.17,2,-4,3783700332,1,1
279,17,160,38,12,1,9,3,11,8,-0.33,1,-2,3721348275,0,0
211,17,211,211,17,17,2,2,6,5,0.0,0,0,3098864301,0,0
528,21,527,122,21,6,8,2,12,10,-0.17,3,-3,3226184298,0,0
313,9,313,113,9,3,8,1,6,6,0.0,2,-1,1187307614,0,0
11,0,11,2,0,0,7,0,0,0,0.0,0,0,562216459,0,0
221,0,221,65,0,0,8,0,0,0,0.0,0,0,676858134,0,0
555,3,271,61,0,0,15,0,0,0,0.0,0,0,129984160,0,0
595,14,144,36,3,2,38,1,6,6,0.0,1,-1,1555796672,1,1
3543,39,208,36,5,2,24,2,43,41,-0.17,0,-1,2232021247,1,0
370,6,370,75,6,0,8,1,1,1,0.0,2,-2,3913959953,0,0
465,6,444,444,6,7,4,1,3,3,0.0,0,0,1811790877,1,1
1324,6,264,50,0,0,16,12,25,12,0.0,0,0,1959956411,0,0
1743,62,1743,1276,62,50,5,4,47,30,0.0,13,-19,3656312361,1,1
609,6,301,100,3,0,14,1,4,4,-0.17,0,-1,4169845817,0,0
283,2,283,104,2,1,8,1,2,2,0.0,1,-1,513655292,0,0
342,14,342,114,14,2,8,2,3,2,0.0,0,0,2761781447,0,1
472,4,77,17,2,1,32,3,15,9,0.0,0,0,278885097,1,0
158,2,110,26,1,1,9,1,2,2,0.0,1,-1,290298772,1,0
632,2,345,84,2,2,10,2,8,6,0.0,1,-1,3069031806,1,0
46,6,46,10,6,2,8,0,0,0,0.0,2,-3,2728729239,1,0
2191,29,717,258,13,6,24,4,65,46,0.0,0,0,1264571954,1,0
422,2,422,91,2,1,8,8,8,1,0.0,1,-1,3506255421,0,0
1044,5,274,63,1,1,19,2,5,4,0.0,0,0,2034430936,1,0
351,5,351,96,5,1,8,1,5,5,-0.17,0,-1,31886169,1,0
437,29,437,125,29,13,7,4,32,17,-0.17,5,-4,2545507612,1,1
1029,32,56,11,3,3,32,1,8,8,0.0,2,-2,3363760474,1,0
237,13,237,237,13,13,3,1,1,1,0.0,4,-8,2029241050,0,1
3776,75,1161,360,17,7,18,3,43,31,0.0,0,0,1877009844,0,0
344,6,227,102,0,0,10,3,10,7,0.0,0,0,4181853899,0,0
119,1,119,22,1,1,8,3,4,2,-0.17,0,-1,328755124,1,0
169,2,169,54,2,1,8,3,6,4,0.0,1,-1,2662129931,1,0
180,0,180,54,0,1,8,1,4,4,0.0,0,0,947606302,1,0
209,19,209,77,19,6,8,3,8,4,-1.17,1,-4,4038070851,0,0
512,0,512,512,0,1,4,1,1,1,0.0,0,0,1167539671,1,1
1097,21,1097,806,21,19,6,2,9,8,0.0,0,0,2037695448,0,0
668,10,360,99,9,10,13,5,37,25,0.0,0,0,98846208,1,0
504,7,504,504,7,7,2,1,4,4,0.0,3,-4,1124270343,0,1
665,17,665,665,17,17,4,1,10,10,0.0,4,-3,4248308139,0,1
2663,23,2112,1213,23,17,10,3,24,18,0.0,0,0,3811558732,0,1
74,0,31,6,0,0,15,1,1,1,0.0,0,0,3706247290,0,0
377,10,376,214,10,10,6,2,8,6,-0.33,0,-1,3000062377,1,1
92,4,92,32,4,1,8,1,1,1,0.0,1,-1,97612355,0,0
213,3,213,213,3,3,4,1,2,2,0.0,2,-1,1312090737,0,1
426,14,426,426,14,15,2,3,11,8,0.67,10,-6,613417873,1,1
502,7,367,105,6,3,9,1,6,6,0.0,2,-2,1983310213,1,1
2047,6,969,489,4,2,13,1,7,7,-0.17,0,-1,2834064667,0,0
264,11,264,163,11,12,6,1,3,3,0.0,3,-3,369078278,1,1
346,6,346,183,6,4,8,1,4,4,0.0,0,0,608252947,1,1
120,4,120,120,4,5,2,2,3,2,0.0,4,-4,2691782697,1,1
466,3,91,10,1,1,14,5,25,17,-0.83,1,-4,1149123164,1,0
304,4,32,19,1,1,37,2,4,3,0.0,1,-1,3606201952,1,0
130,1,130,44,1,1,8,3,7,5,0.0,1,-1,955661987,1,0
466,3,91,10,1,0,14,5,25,17,-0.83,1,-4,3325333885,0,0
744,5,744,265,5,5,8,3,12,8,-0.33,2,-2,2179105560,1,0
180,0,180,54,0,1,8,1,4,4,0.0,0,0,829769293,1,0
775,41,383,97,18,6,16,2,30,24,0.0,0,0,393780382,1,1
5106,125,275,31,11,2,23,3,54,42,0.0,0,0,4294765005,1,0
353,1,353,151,1,1,8,1,3,3,0.0,0,0,154839946,0,0
161,5,161,161,5,6,1,2,4,3,0.0,5,-5,3261711127,1,1
485,2,485,161,2,0,8,3,13,8,0.0,0,0,4168751992,0,0
292,6,284,33,6,0,8,2,5,4,0.0,0,0,2834760642,0,1
457,14,457,142,14,5,8,3,21,16,-0.67,0,-4,2180307997,0,0
95,0,95,31,0,0,8,3,4,2,0.0,0,0,3645419308,0,0
502,12,502,502,12,13,4,3,12,9,-0.67,1,-3,2645364958,1,1
260,2,94,16,0,0,10,1,4,4,0.0,0,0,3347881556,0,0
116,1,75,24,1,1,10,0,0,0,0.0,0,0,1544705843,1,0
3810,50,1834,546,19,3,14,4,74,54,0.0,0,0,2394907042,0,0
29,4,29,29,4,4,1,2,3,2,0.0,4,-4,317169513,0,1
312,1,312,74,1,2,8,1,1,1,0.0,1,-1,2107519827,1,0
52,4,52,13,4,3,8,0,0,0,0.0,2,-2,4223160645,1,1
397,7,397,146,7,4,8,3,7,5,0.0,3,-3,2829570968,1,0
3527,60,143,26,3,1,24,3,39,28,-0.17,0,-1,451919170,0,0
112,0,112,38,0,1,8,1,2,2,0.0,0,0,1148125370,1,0
218,3,218,218,3,4,2,3,4,2,0.5,3,0,3483761509,1,1
83,4,83,22,4,1,8,0,0,0,0.0,0,0,2631082065,1,0
700,27,700,700,27,27,2,2,14,12,3.17,11,0,1873647335,0,0
1439,9,1439,1094,9,7,5,3,17,12,0.0,0,0,1794764919,1,1
1318,10,657,257,4,1,16,3,13,10,0.0,0,0,1028489686,0,0
754,4,754,754,4,5,2,1,6,6,0.0,4,-4,2309371995,1,1
544,12,544,171,12,4,8,5,11,7,0.0,3,-3,3973738346,0,0
3459,122,700,262,25,13,38,11,95,58,-0.67,6,-6,2979451454,0,0
195,2,195,195,2,3,2,3,3,1,0.0,0,0,4220815859,1,0
481,5,481,94,5,2,8,4,7,4,0.0,0,0,1716273208,0,0
44,0,44,44,0,1,1,3,27,22,0.0,2,-1,63078892,1,0
1133,23,1132,710,23,8,8,4,21,14,0.0,0,0,3357803642,0,1
460,38,460,415,38,37,5,1,8,8,0.0,0,0,2891708748,0,1
130,1,130,44,1,1,8,3,7,5,0.0,1,-1,892629417,1,0
719,14,612,193,8,4,9,1,12,12,-0.33,1,-2,1930809251,1,0
2568,58,1410,817,29,24,14,3,45,32,0.0,0,0,3517895695,1,1
718,23,718,718,23,23,2,3,28,20,0.0,0,0,2820235561,0,1
763,20,763,754,20,20,5,2,13,12,0.0,0,0,2453047767,0,0
323,7,323,112,7,2,7,2,6,5,0.0,1,-1,1118835937,0,0
825,10,825,825,10,11,3,2,6,5,0.0,5,-2,3555879599,1,1
121,1,121,37,1,1,8,1,2,2,0.0,1,-1,1061637534,1,0
358,8,358,139,8,3,8,0,0,0,-0.33,0,-2,2487101094,0,0
579,19,320,156,14,6,12,1,10,10,-0.5,0,-3,2291424138,0,1
230,4,230,71,4,0,8,0,0,0,-0.33,0,-1,4092155833,0,0
100,11,100,100,11,12,1,2,4,3,0.0,11,-11,1847871609,1,1
34,0,34,6,0,0,8,0,0,0,0.0,0,0,2404503897,0,1
345,1,345,121,1,2,8,3,27,24,-0.17,4,-5,1312901443,1,0
474,1,172,60,0,1,18,3,20,17,0.0,2,-2,4057196707,1,0
367,4,367,87,4,2,8,1,3,3,-0.33,2,-2,3290916994,0,0
245,4,245,66,4,2,8,1,6,6,0.0,2,-2,2981955055,0,0
265,2,265,265,2,2,3,2,4,3,0.17,1,-1,2454505668,0,1
756,16,133,44,7,5,18,2,14,12,0.0,0,0,661679303,1,0
257,6,257,83,6,3,7,3,9,6,-0.17,1,-2,3895359408,0,0
700,27,700,700,27,28,2,2,14,12,3.17,11,0,338712023,1,0
3,0,3,2,0,0,8,0,0,0,0.0,0,0,3354234023,0,0
392,9,392,68,9,6,8,1,4,4,0.0,2,-4,36277524,0,0
222,8,222,110,8,3,8,1,2,2,0.0,2,-1,500008084,0,0
293,15,194,48,11,5,9,3,9,6,-0.83,1,-3,970597623,0,0
196,10,196,35,10,4,8,2,3,2,0.0,2,-2,1486555708,0,0
3710,68,1749,934,33,26,10,6,92,64,0.0,0,0,471314684,1,0
1837,30,1102,499,15,11,15,4,19,13,-0.83,0,-3,1884125184,1,1
923,50,558,248,34,20,12,3,27,23,0.0,0,0,361813826,0,1
503,5,120,52,3,3,32,3,10,8,0.0,3,-3,474870448,0,0
756,16,133,44,7,5,18,2,14,12,0.0,0,0,3697293616,1,0
71,2,71,25,2,2,8,0,0,0,-0.17,1,-1,2190287011,1,0
186,3,185,74,3,2,8,2,7,5,0.0,1,-1,3792467864,1,0
93,1,93,20,1,1,8,1,1,1,0.0,0,0,1820334666,1,0
373,16,373,151,16,9,6,3,4,2,-0.33,3,-5,1396215706,0,1
1825,43,1444,710,20,8,10,3,30,25,-0.33,3,-4,2965265100,0,0
130,2,130,38,2,1,8,0,0,0,-0.33,0,-2,1411287366,1,0
5946,59,2467,693,25,3,16,4,31,19,0.0,0,0,2388311029,1,1
696,5,696,696,5,6,3,1,10,10,0.0,2,-3,2036339659,1,1
105,2,105,51,2,3,8,0,0,0,0.0,1,-1,2738913361,1,0
230,14,216,144,14,10,9,2,7,5,0.0,5,-3,1749154840,0,1
130,1,130,44,1,0,8,3,7,5,0.0,1,-1,497386793,0,0
251,3,147,101,2,2,13,1,3,3,0.0,2,-2,2760510780,0,1
1188,32,1188,1188,32,32,2,3,15,12,0.0,0,0,1424916526,0,1
692,13,394,175,8,5,14,5,28,23,0.0,4,-4,1771999661,0,0
2914,47,1803,651,36,12,12,5,54,36,0.0,0,0,1285175660,0,0
506,35,506,506,35,35,3,3,19,14,0.0,0,0,1353811267,0,0
17394,476,7407,2462,232,75,38,6,235,171,0.0,0,0,156779865,1,1
145,6,145,63,6,4,8,0,0,0,0.0,3,-2,3726227841,0,0
202,6,202,202,6,6,3,2,3,2,-0.17,3,-4,3982873521,0,1
1118,10,535,186,4,1,16,1,1,1,-0.17,0,-1,705442649,0,0
192,5,192,44,5,2,8,2,2,1,-0.5,1,-3,3564585956,1,0
544,2,544,143,2,1,8,2,7,5,-0.17,0,-1,1615388225,1,0
985,14,379,67,7,3,14,3,19,17,-0.17,2,-3,2394083838,0,0
1124,36,364,76,23,7,18,4,31,21,-1.5,6,-6,3812822600,1,0
308,21,308,105,21,9,8,2,6,5,-0.67,0,-4,2609389959,1,0
656,6,600,305,4,3,9,1,3,3,-0.17,0,-1,480976139,1,1
518,2,331,82,2,2,11,1,1,1,0.0,1,-1,1519159101,1,0
185,1,185,54,1,2,8,2,3,2,0.0,0,0,1098284288,1,0
155,3,155,155,3,4,4,2,11,10,-0.5,0,-3,1008170395,1,0
665,17,665,665,17,18,4,1,10,10,0.0,4,-3,943375112,1,1
95,0,95,31,0,1,8,3,4,2,0.0,0,0,1071562488,1,0
2153,38,2151,1435,38,23,6,2,25,23,-0.83,0,-4,605259562,0,1
78,5,78,24,5,0,8,2,11,10,0.0,1,-1,718326132,0,0
486,21,150,36,5,3,21,3,25,16,-0.17,0,-1,3137527852,1,0
107,0,107,32,0,1,8,0,0,0,0.0,0,0,2035586267,1,0
216,3,89,14,0,0,16,2,4,3,0.0,0,0,103201270,0,0
499,0,496,199,0,1,8,3,23,16,0.0,1,-1,3524927412,1,0
255,2,255,255,2,3,4,1,4,4,-0.5,0,-3,1121832561,1,0
339,21,338,94,21,11,8,5,22,13,-1.17,0,-6,3509752181,0,0
852,27,852,315,27,11,8,2,10,8,0.0,0,0,3881133,1,1
103,0,103,41,0,0,8,1,1,1,0.0,0,0,2647913094,0,1
211,8,211,211,8,8,3,0,0,0,0.0,5,-3,720140083,0,1
1439,9,1439,1094,9,7,5,3,17,12,0.0,0,0,4137415431,1,1
10,0,10,10,0,1,4,1,1,1,0.0,0,0,1506993691,1,0
504,7,504,504,7,7,2,1,4,4,0.0,3,-4,3276879142,0,1
242,5,242,114,5,1,5,3,8,4,-0.67,1,-4,1179905385,0,0
75,3,75,47,3,2,5,0,0,0,0.0,2,-2,973943181,0,1
923,11,923,625,11,8,5,3,18,14,0.0,0,0,1133166539,0,0
213,7,213,48,7,1,8,2,4,3,-0.5,1,-2,1292795194,0,0
297,3,297,297,3,4,2,2,5,4,0.0,0,0,848068599,1,1
441,5,441,125,5,5,8,1,5,5,0.0,1,-1,3025090219,1,0
32,0,32,32,0,0,2,0,0,0,0.0,0,0,3205153384,0,0
18,0,18,4,0,0,8,2,10,9,0.0,0,0,1713204348,0,0
442,5,442,114,5,5,8,2,8,7,0.0,0,0,1904756993,1,1
332,36,108,49,14,9,22,7,18,10,0.0,4,-3,4259433496,0,0
976,4,416,104,2,2,18,1,3,3,0.0,0,0,1851672477,1,0
90,4,90,85,4,5,4,1,3,3,-0.67,0,-4,1303578639,1,1
686,19,686,206,19,7,8,1,2,2,-0.33,0,-2,1904671292,1,0
367,1,367,85,1,0,8,1,3,3,0.0,0,0,1001392920,0,0
718,11,83,21,1,0,42,4,18,12,0.0,0,0,4255461257,0,0
177,4,177,106,4,3,5,1,2,2,-0.17,1,-2,2431853420,0,0
237,13,237,237,13,13,3,1,1,1,0.0,4,-8,3190692238,0,1
828,24,37,11,2,0,35,3,19,16,-0.17,0,-1,1367093601,0,0
503,4,86,31,0,1,36,1,5,5,0.0,0,0,4088055135,1,0
13,2,13,13,2,2,1,1,1,1,0.0,2,-2,2682353553,0,1
1388,24,623,241,7,1,16,4,37,26,0.0,0,0,1360681516,0,0
1688,12,1059,497,8,7,12,4,14,10,0.0,4,-3,482921200,1,1
1118,10,535,186,4,2,16,1,1,1,-0.17,0,-1,3906062345,1,0
1618,12,227,55,0,1,41,3,14,10,0.0,1,-1,4291983062,1,0
474,1,172,60,0,0,18,3,20,17,0.0,2,-2,2646966065,0,0
665,17,665,665,17,18,4,1,10,10,0.0,4,-3,341608504,1,1
1662,75,330,303,25,24,23,4,38,31,0.0,0,0,686885675,1,1
204,3,204,42,3,1,8,1,1,1,0.0,1,-1,4089049441,0,0
1146,65,439,164,15,7,14,4,40,28,0.0,0,0,4068124907,0,1
502,12,502,502,12,13,4,3,12,9,-0.67,1,-3,1523313395,1,1
153,2,153,37,2,0,8,2,13,12,0.0,0,0,2779850317,0,0
383,24,383,383,24,25,2,3,15,11,-2.83,0,-10,1151772729,1,1
70,1,70,12,1,0,8,2,3,2,0.0,0,0,1636181936,0,0
155,2,155,56,2,1,8,1,2,2,0.0,1,-1,2089696152,0,0
686,19,686,206,19,7,8,1,2,2,-0.33,0,-2,4141689716,1,1
4353,78,2129,907,43,3,16,4,72,51,-1.5,8,-9,2775859455,0,1
917,82,256,53,26,3,21,8,41,23,-0.17,4,-3,698225889,0,0
174,10,174,174,10,11,1,1,5,5,0.0,10,-10,2216379409,1,1
209,4,180,87,4,3,10,5,17,12,-0.17,0,-1,2092363642,1,0
4810,205,1376,236,67,25,35,4,89,68,0.0,0,0,81784289,1,0
381,8,381,102,8,5,8,2,18,16,0.0,4,-3,3671960094,1,0
1496,5,332,84,1,1,35,1,5,5,0.0,2,-2,187456822,1,0
269,1,269,57,1,0,8,1,2,2,0.0,0,0,3798545767,0,1
316,1,316,90,1,1,8,0,0,0,0.0,1,-1,165859131,1,0
320,15,320,320,15,16,4,2,13,11,0.0,0,0,3441599104,1,1
107,0,107,32,0,0,8,0,0,0,0.0,0,0,333095099,0,0
1413,16,232,42,1,1,21,3,12,8,0.0,0,0,883275165,1,0
578,6,283,180,0,0,16,1,7,7,0.0,0,0,3229314795,0,1
1064,55,307,104,17,8,21,8,45,27,0.0,0,0,117719863,1,1
657,13,657,167,13,4,8,2,17,14,-0.17,0,-1,4291734681,0,0
377,10,376,214,10,9,6,2,8,6,-0.33,0,-1,3550626824,0,1
486,21,150,36,5,3,21,3,25,16,-0.17,0,-1,2677659174,1,0
10,0,10,10,0,1,4,1,1,1,0.0,0,0,3461904620,1,0
581,18,581,181,18,9,8,2,10,8,0.0,0,0,4240461092,1,1
151,1,151,35,1,0,8,0,0,0,0.0,1,-1,1110720006,0,0
431,3,431,143,3,1,8,1,2,2,-0.17,0,-1,609090860,0,0
499,0,496,199,0,1,8,3,23,16,0.0,1,-1,635424320,1,0
357,12,357,54,12,4,8,2,19,15,0.0,0,0,499347521,0,0
204,3,204,44,3,2,8,1,2,2,-0.17,1,-1,114320643,1,0
652,8,436,133,5,2,9,5,8,4,-0.17,1,-1,242510467,1,0
669,15,115,43,4,0,41,3,36,25,0.0,0,0,1948178319,0,0
262,8,262,262,8,8,3,3,8,5,0.0,0,0,4072307852,0,1
169,2,169,54,2,0,8,3,6,4,0.0,1,-1,1943879800,0,0
54,1,54,21,1,1,8,0,0,0,0.0,0,0,2638031731,1,0
32,5,32,15,5,0,8,0,0,0,0.0,3,-4,2871477535,0,0
1097,21,1097,806,21,19,6,2,9,8,0.0,0,0,1357869252,0,0
283,2,283,104,2,1,8,1,2,2,0.0,1,-1,3200686060,0,0
419,3,137,39,0,0,24,3,12,9,0.0,0,0,299592605,0,0
194,21,194,194,21,21,1,3,5,3,0.0,21,-21,932193492,0,0
6105,55,1659,738,15,8,22,5,51,36,0.0,0,0,320630276,1,0
4353,78,2129,907,43,3,16,4,72,51,-1.5,8,-9,1811139042,0,1
414,8,414,315,8,9,6,2,2,1,-0.33,0,-1,3174736699,1,1
77,2,77,77,2,2,1,0,0,0,0.33,2,0,672411068,0,1
291,11,291,291,11,11,4,2,7,6,0.33,7,-6,1888375361,0,1
260,7,260,56,7,2,8,2,4,3,0.0,1,-1,995432462,1,0
1141,30,1141,339,30,16,8,2,15,12,-0.5,5,-7,1199885156,0,0
2273,101,1423,229,61,13,11,4,47,35,0.0,0,0,3378893436,0,1
609,6,301,100,3,0,14,1,4,4,-0.17,0,-1,1220229771,0,0
179,5,179,32,5,0,8,3,8,5,0.0,1,-2,3179263221,0,1
692,13,394,175,8,5,14,5,28,23,0.0,4,-4,554231105,0,0
61,2,61,61,2,2,4,0,0,0,0.0,2,-2,2532579570,0,1
824,25,824,647,25,26,5,2,5,4,-1.17,4,-8,3805439687,1,1
278,10,278,278,10,11,3,1,6,6,-0.5,3,-6,1165407812,1,1
34,0,34,6,0,1,8,0,0,0,0.0,0,0,2233778235,1,1
1925,26,152,52,2,1,30,3,74,60,-0.17,2,-4,873943190,1,0
247,12,247,165,12,8,5,1,4,4,-0.67,2,-2,490465399,0,0
85,0,85,16,0,1,8,1,1,1,0.0,0,0,1355693653,1,0
148,2,148,51,2,2,8,1,1,1,0.0,2,-2,951238517,0,0
263,17,93,70,10,9,17,2,10,7,0.0,4,-2,1421308960,0,1
140,7,135,135,7,8,3,0,0,0,0.0,5,-3,2840147543,1,0
999,6,515,160,2,2,11,2,9,8,0.0,2,-2,1239999087,0,0
675,11,675,181,11,5,8,4,12,8,0.0,2,-1,2374248701,1,0
1029,3,248,141,0,1,28,2,9,8,0.0,0,0,2069874129,1,1
510,6,172,69,4,4,23,3,8,6,-0.67,0,-4,2507958941,0,0
1173,77,1166,348,77,16,8,4,23,13,-0.33,0,-2,4145031676,0,0
7557,60,698,438,6,6,43,4,90,73,0.0,0,0,2351768143,0,0
103,6,103,103,6,7,1,1,1,1,0.0,6,-6,3679396242,1,1
82,4,82,82,4,4,2,3,4,2,0.0,0,0,3008923700,0,1
239,0,239,46,0,0,8,1,2,2,0.0,0,0,660310161,0,0
220,3,220,103,3,3,8,2,3,2,-0.17,1,-1,888254077,1,0
373,16,373,151,16,9,6,3,4,2,-0.33,3,-5,338906032,0,1
425,17,425,425,17,17,4,3,12,10,0.0,8,-6,3770937674,0,0
171,0,171,38,0,0,8,1,2,2,0.0,0,0,2494372638,0,0
174,11,174,111,11,12,6,1,1,1,1.17,7,-4,3627653454,1,1
313,19,313,177,19,13,5,1,3,3,-1.0,2,-6,2586423079,0,1
342,4,342,103,4,2,8,1,5,5,0.0,1,-1,4100420643,0,1
180,5,180,29,5,1,8,1,2,2,-0.33,0,-2,404792231,1,0
733,7,733,643,7,5,6,0,0,0,0.0,0,0,2712938548,0,1
307,2,307,125,2,3,7,1,3,3,0.0,2,-2,2109276146,1,0
1133,23,1132,710,23,8,8,4,21,14,0.0,0,0,519328914,0,1
335,4,335,195,4,1,5,3,3,1,0.0,0,0,2542888914,1,1
175,1,175,43,1,1,8,1,2,2,0.0,0,0,752171072,1,0
466,3,91,10,1,1,14,5,25,17,-0.83,1,-4,712280267,1,1
266,2,266,85,2,2,8,1,2,2,0.0,1,-1,1368631484,1,0
611,21,296,252,11,11,34,3,14,12,-0.5,4,-3,1824331241,1,0
249,5,249,91,5,6,8,5,6,2,0.0,5,-5,838977545,1,0
330,1,78,11,0,0,22,3,37,28,-0.17,4,-4,4204602235,0,0
